Project ID,Project Name,Vintage,Credit Serial Numbers,Quantity of Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,ARB Eligible,CORSIA Qualified,Sustainable Development Goal(s),Date Issued,Account Holder,Cancellation Type,Cancellation Details,Cancellation Year,Transitioned to ARB or Canceled,Issuance Year,ARB Project,ACR Cancellation Data,Updated 11-1-23,Total Credits Canceled:,158905394,Unnamed: 26,The American Carbon Registry
ACR603,Forest Carbon Works Christensen Family Forest Project,2021,ACR-US-603-2021-1475-1 to 3900,3900,2023-03-09,Forest Carbon,2015-06-25 00:00:00,Corbett,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-03-16 22:46:51,"Forest Carbon Works, PBC",Compensation for Early Project Termination,,2023.0,Canceled,2022,No,,,,,,
ACR603,Forest Carbon Works Christensen Family Forest Project,2021,ACR-US-603-2021-1476-1 to 832,832,2023-03-09,Forest Carbon,2015-06-25 00:00:00,Corbett,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-03-16 22:46:51,The American Carbon Registry,Compensation for Early Project Termination,,2023.0,Canceled,2022,No,,,,,,
ACR607,Deep Mine 26 Abandoned Mine Methane Recovery Project,2020,ACR-US-607-2020-1316-1 to 17318,17318,2021-09-29,Coal Mine Methane,2014-04-25 00:00:00,Clintwood,VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-08-03 18:36:58,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR607,Deep Mine 26 Abandoned Mine Methane Recovery Project,2021,ACR-US-607-2021-1465-1 to 32294,32294,2022-06-17,Coal Mine Methane,2014-04-25 00:00:00,Clintwood,VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-03-01 16:41:27,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR607,Deep Mine 26 Abandoned Mine Methane Recovery Project,2022,ACR-US-607-2022-1861-1 to 28722,28722,2023-07-19,Coal Mine Methane,2014-04-25 00:00:00,Clintwood,VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-05-01 15:04:00,Keyrock Environment LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR608,Tradewater ODS 37,2021,ACR-US-608-2021-1229-1 to 100810,100810,2021-04-22,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-03-19 19:53:59,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR609,Marshall County Flare II,2020,ACR-US-609-2020-1338-1 to 49358,49358,2021-11-24,Coal Mine Methane,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-09-09 23:28:13,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR609,Marshall County Flare II,2021,ACR-US-609-2021-1624-1 to 64529,64529,2022-11-14,Coal Mine Methane,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-08-12 05:18:45,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR609,Marshall County Flare II,2022,ACR-US-609-2022-2026-1 to 57326,57326,2023-09-06,Coal Mine Methane,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-08-04 20:40:18,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR610,Marshall County Flare III,2021,ACR-US-610-2021-1339-1 to 18450,18450,2021-11-24,Coal Mine Methane,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-09-09 23:34:23,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR610,Marshall County Flare III,2022,ACR-US-610-2022-1650-1 to 29604,29604,2023-01-10,ARB Compliance Offset Protocol: Mine Methane Capture Projects,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-09-02 00:00:00,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR611,Marion County Flare I,2021,ACR-US-611-2021-1653-1 to 49713,49713,2023-02-02,Coal Mine Methane,2014-04-25 00:00:00,Metz,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-09-13 22:34:04,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR619,Hudson Tech 2021-1,2021,ACR-US-619-2021-1269-1 to 163910,163910,2021-09-01,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-05-25 00:34:24,Hudson Technologies Company,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR625,Tradewater ODS 38,2021,ACR-US-625-2021-1268-1 to 136658,136658,2021-07-30,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-05-24 19:51:36,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR627,Tradewater ODS 39,2020,ACR-US-627-2020-1265-1 to 4520,4520,2021-07-19,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-05-21 16:57:16,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR630,Carlisle Abandoned Mine Methane Recovery Project,2022,ACR-US-630-2022-1486-1 to 100641,100641,2022-05-20,Coal Mine Methane,2014-04-25 00:00:00,Carlisle,INDIANA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-03-29 20:46:23,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR636,Tradewater ODS 40,2021,ACR-US-636-2021-1317-1 to 93755,93755,2021-09-09,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-08-10 21:11:00,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR638,Bluesource - Vermejo Forestry Project,2021,ACR-US-638-2021-1746-1 to 338526,338526,2023-08-14,Forest Carbon,2015-06-25 00:00:00,"New Mexico, Colorado",NEW MEXICO,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-11 20:01:24,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR638,Bluesource - Vermejo Forestry Project,2021,ACR-US-638-2021-1745-1 to 1794450,1794450,2023-08-14,Forest Carbon,2015-06-25 00:00:00,"New Mexico, Colorado",NEW MEXICO,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-11 20:01:24,Blue Source,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR644,Willow Lake Abandoned Mine Methane Recovery Project,2021,ACR-US-644-2021-1591-1 to 33491,33491,2022-10-31,Coal Mine Methane,2014-04-25 00:00:00,Equality,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-07-05 19:32:28,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR644,Willow Lake Abandoned Mine Methane Recovery Project,2022,ACR-US-644-2022-1813-1 to 73501,73501,2023-05-01,Coal Mine Methane,2014-04-25 00:00:00,Equality,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-03-22 17:07:18,Keyrock Environment LLC,Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR645,Tradewater ODS 41,2021,ACR-US-645-2021-1333-1 to 72142,72142,2021-10-13,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-09-01 20:29:51,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR649,Hudson Tech 2021-2,2021,ACR-US-649-2021-1391-1 to 85100,85100,2022-02-04,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-11-13 07:15:27,Hudson Technologies Company,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR650,PMR #3,2022,ACR-US-650-2022-1529-1 to 14977,14977,2022-07-27,Coal Mine Methane,2014-04-25 00:00:00,Varney,KENTUCKY,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-05-19 19:43:51,"Pine Mountain Resources, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR650,PMR #3,2023,ACR-US-650-2023-1846-1 to 29960,29960,2023-06-15,Coal Mine Methane,2014-04-25 00:00:00,Varney,KENTUCKY,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-04-24 17:56:53,"Pine Mountain Resources, LLC",Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR651,CH4 - BWM Carbon Capture Project 1,2021,ACR-US-651-2021-1463-1 to 16986,16986,2022-04-28,Coal Mine Methane,2014-04-25 00:00:00,Tuscaloosa County,ALABAMA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-02-23 12:59:02,CH4 Solutions LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR651,CH4 - BWM Carbon Capture Project 1,2022,ACR-US-651-2022-1860-1 to 29277,29277,2023-08-02,Coal Mine Methane,2014-04-25 00:00:00,Tuscaloosa County,ALABAMA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-04-28 23:04:30,CH4 Solutions LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR666,Tradewater ODS 42,2021,ACR-US-666-2021-1388-1 to 93937,93937,2021-12-22,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2021-10-23 21:53:36,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR669,New Future Abandoned Mine Methane Recovery Project,2022,ACR-US-669-2022-1616-1 to 62598,62598,2022-10-17,Coal Mine Methane,2014-04-25 00:00:00,Galatia,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-07-29 21:15:49,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR671,Tradewater ODS 43,2021,ACR-US-671-2021-1419-1 to 73042,73042,2022-02-10,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-01-10 22:19:58,"Tradewater, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR674,Affinity Mine Methane Incineration Project,2021,ACR-US-674-2021-1470-1 to 55569,55569,2022-06-29,Coal Mine Methane,2014-04-25 00:00:00,Crab Orchard,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-03-07 17:48:45,Keyrock Energy LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR674,Affinity Mine Methane Incineration Project,2022,ACR-US-674-2022-1747-1 to 41618,41618,2023-02-27,Coal Mine Methane,2014-04-25 00:00:00,Crab Orchard,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-01-17 22:06:18,Keyrock Energy LLC,Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR675,Heilwood Mine Methane Incineration Project,2021,ACR-US-675-2021-1573-1 to 64387,64387,2022-08-16,Coal Mine Methane,2014-04-25 00:00:00,Heilwood,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-06-13 21:39:16,Keyrock Energy LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR675,Heilwood Mine Methane Incineration Project,2022,ACR-US-675-2022-1770-1 to 65587,65587,2023-03-10,Coal Mine Methane,2014-04-25 00:00:00,Heilwood,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-02-03 19:14:33,Keyrock Energy LLC,Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR686,Tradewater ODS 44,2021,ACR-US-686-2021-1455-1 to 89712,89712,2022-03-23,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-02-17 17:21:41,"Tradewater, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR692,Hudson Tech 2021-3,2021,ACR-US-692-2021-1483-1 to 58191,58191,2022-05-02,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-03-25 15:44:50,Hudson Technologies Company,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR694,Oaktown Fuel 1 Mine Methane Incineration Project,2021,ACR-US-694-2021-1487-1 to 14188,14188,2022-06-24,Coal Mine Methane,2014-04-25 00:00:00,Oaktown,INDIANA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-04-07 22:39:17,Keyrock Energy LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR694,Oaktown Fuel 1 Mine Methane Incineration Project,2022,ACR-US-694-2022-1838-1 to 14745,14745,2023-05-31,Coal Mine Methane,2014-04-25 00:00:00,Oaktown,INDIANA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-04-10 15:41:00,Keyrock Energy LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR695,Oaktown Fuel 2 Mine Methane Incineration Project,2021,ACR-US-695-2021-1488-1 to 10451,10451,2022-06-29,Coal Mine Methane,2014-04-25 00:00:00,Oaktown,INDIANA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-04-07 22:42:02,Keyrock Energy LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR695,Oaktown Fuel 2 Mine Methane Incineration Project,2022,ACR-US-695-2022-1839-1 to 16644,16644,2023-05-31,Coal Mine Methane,2014-04-25 00:00:00,Oaktown,INDIANA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-04-10 15:42:41,Keyrock Energy LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR731,Perennial CMM CMB7-1 Flare Project,2023,ACR-US-731-2023-1901-50817 to 63520,12704,2023-09-20,Coal Mine Methane,2014-04-25 00:00:00,"Waynesburg, pa",PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-05-19 17:59:58,Perennial CMM LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR731,Perennial CMM CMB7-1 Flare Project,2023,ACR-US-731-2023-1901-1 to 50816,50816,2023-09-20,Coal Mine Methane,2014-04-25 00:00:00,"Waynesburg, pa",PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-05-19 17:59:58,Statkraft US LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR741,Green Diamond Resource Company Thompson River IFM,2022,ACR-US-741-2022-1766-1 to 1361,1361,2023-07-06,Forest Carbon,2015-06-25 00:00:00,"Sanders and Flathead Counties, Montana",MONTANA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-30 22:45:53,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR741,Green Diamond Resource Company Thompson River IFM,2022,ACR-US-741-2022-1765-1 to 6375,6375,2023-07-06,Forest Carbon,2015-06-25 00:00:00,"Sanders and Flathead Counties, Montana",MONTANA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-30 22:45:53,277,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR743,Urling Abandoned Mine Methane Recovery Project,2022,ACR-US-743-2022-1608-1 to 3665,3665,2022-10-17,Coal Mine Methane,2014-04-25 00:00:00,Shelcota,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-07-20 18:50:44,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR743,Urling Abandoned Mine Methane Recovery Project,2023,ACR-US-743-2023-2013-1 to 9378,9378,2023-09-06,Coal Mine Methane,2014-04-25 00:00:00,Shelocta,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-07-20 21:31:20,Keyrock Environment LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR744,Tradewater ODS 45,2022,ACR-US-744-2022-1522-1 to 75576,75576,2022-07-15,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-05-13 16:16:40,"Tradewater, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR746,Beckley Pocahontas Mine Methane Incineration Project,2022,ACR-US-746-2022-1603-1 to 42364,42364,2022-10-17,Coal Mine Methane,2014-04-25 00:00:00,Beckley,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-07-15 22:40:48,Keyrock Energy LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR751,Green Assets - DLT Avoided Conversion Project,2022,ACR-US-751-2022-1699-1 to 224039,224039,2023-03-13,Forest Carbon,2015-06-25 00:00:00,South Carolina,SOUTH CAROLINA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-11-29 16:29:13,169,Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR751,Green Assets - DLT Avoided Conversion Project,2022,ACR-US-751-2022-1700-1 to 21386,21386,2023-03-13,Forest Carbon,2015-06-25 00:00:00,South Carolina,SOUTH CAROLINA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-11-29 16:29:13,The American Carbon Registry,Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR752,Marshall County Flare IV,2022,ACR-US-752-2022-1930-1 to 34902,34902,2023-10-09,Coal Mine Methane,2014-04-25 00:00:00,"Glen Easton, WV 26039",WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-06-08 20:42:34,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR755,Hudson Tech 2022-1,2022,ACR-US-755-2022-1614-1 to 76661,76661,2022-10-24,Ozone Depleting Substances,2014-11-14 00:00:00,Pearl River,NEW YORK,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-07-29 16:16:04,Hudson Technologies Company,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR761,Federal 2 Abandoned Mine Methane Recovery Project,2022,ACR-US-761-2022-1632-1 to 115415,115415,2023-01-26,Coal Mine Methane,2014-04-25 00:00:00,Fairview,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-08-19 17:47:53,Elbow River Marketing Ltd.,Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR762,Tradewater ODS 46,2022,ACR-US-762-2022-1625-1 to 114791,114791,2022-09-14,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-08-12 06:28:08,"Tradewater, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR771,Lowry Mine Methane Incineration Project,2022,ACR-US-771-2022-1637-1 to 49718,49718,2023-01-26,Coal Mine Methane,2014-04-25 00:00:00,Homer City,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-08-24 19:33:07,Keyrock Energy LLC,Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR780,Tradewater ODS 47,2022,ACR-US-780-2022-1689-1 to 129471,129471,2023-01-12,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,2014-11-14 00:00:00,1100 Haskins Road,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2022-11-18 00:00:00,"Tradewater, LLC",Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR800,CH4 -BWM Carbon Capture Project 2,2022,ACR-US-800-2022-1906-1 to 33888,33888,2023-08-02,Coal Mine Methane,2014-04-25 00:00:00,Jefferson County,ALABAMA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-05-22 22:34:55,CH4 Solutions LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
