Project ID,Project Name,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications,SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Project Website,CAR Source Data,Updated 11-1-23,Total Projects:,872,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,34
CAR801,Z-Best Food Waste Composting,,,ClimeCo LLC,ClimeCo LLC,,,,Organic Waste Composting,Completed,Not ARB Eligible,Gilroy,CALIFORNIA,US,,,,49448.0,2011-01-25,2013-09-20,www.zankerrecycling.com,,,,,,,,,,,,
CAR802,Noles South Avoided Conversion Forest Project,CAFR0027,,Michael A. Noles,Michael A. Noles,,HGB Solutions,"Ruby Canyon Environmental, Inc.",Avoided Conversion,Registered,Not ARB Eligible,Washington County,NORTH CAROLINA,US,,,,107339.0,2011-01-19,2012-06-20,,,,,,,,,,,,,
CAR804,EOS-CAR2011 Domestic,CAOD0017,,EOS Climate Inc.,EOS Climate Inc.,EOS Climate Inc.,,NSF Certification LLC,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,Reporting period ended 2/2012. Project completed.,666454.0,2011-02-08,2011-05-19,www.eosclimate.com,,,,,,,,,,,,
CAR805,Pure Chem Domestic ODS Destruction Project #3,CAOD0077,,Pure Chem Separation LP,Pure Chem Separation LP,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"El Dorado, AR",ARKANSAS,US,,,,55730.0,2011-02-11,2011-05-03,www.purechemseparation.com,,,,,,,,,,,,
CAR806,Southern Generation,CALS0093,,"Solar & Renewables Management, LLC","Solar & Renewables Management, LLC",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Maricopa County,ARIZONA,US,,,Transitioned to the ARB Compliance Offset Protocol as CAR1078,11606.0,2011-02-10,2012-05-05,,,,,,,,,,,,,
CAR807,Alcoa Landfill Gas Destruction Project,,,"Alcoa Gas Producers, LLC","Alcoa Gas Producers, LLC",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Blount County; Friendsville,TENNESSEE,US,,,,234874.0,2018-01-31,2012-02-24,,,,,,,,,,,,,
CAR811,Rentech Energy Midwest Corporation – Nitric Acid Plant 1,,,"East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",,,,Nitric Acid N2O- Tertiary Catalyst,Registered,Not ARB Eligible,"Jo Daviess County, East Dubuque",ILLINOIS,US,,,,1209849.0,2011-02-23,2012-04-07,,,,,,,,,,,,,
CAR812,IESI-Trinity Timberlane Carbon Project,,,IESI LA Landfill Corporation,IESI LA Landfill Corporation,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Allen Parish,LOUISIANA,US,,,,165813.0,2011-03-17,2013-03-28,,,,,,,,,,,,,
CAR813,Coyne Farms,CALS0003,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Livingston County, Avon, New York",NEW YORK,US,,,,2314.0,2011-04-19,2012-08-02,,,,,,,,,,,,,
CAR814,Bartow Landfill,,,"Montauk Energy Capital, LLC","Montauk Energy Capital, LLC",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Bartow County, near Atlanta, Georgia",GEORGIA,US,,,,39849.0,2011-07-07,2011-10-12,www.montaukenergy.com,,,,,,,,,,,,
CAR815,Methane Recovery in G-06 Swine Farm,,,"Kent and Sorensen Overseas, SA de CV","Kent and Sorensen Overseas, SA de CV","Kent and Sorensen Overseas, SA de CV",,,Livestock - MX,Completed,Not ARB Eligible,"Conkal, Yucatan",YUCATÁN,MX,,,Project moved to a status of completed for failing to maintain the Reserve's reporting requirements,575.0,2011-03-17,2012-02-09,www.kentsorensen.com,,,,,,,,,,,,
CAR817,Tangipahoa GHG Project,,,Tangipahoa Parish Government,Tangipahoa Parish Government,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Independence, Tangipahoa Parish",LOUISIANA,US,,,,217793.0,2011-03-31,2013-09-16,http://www.tangipahoa.org/,,,,,,,,,,,,
CAR818,RemTec International ODS Destruction Domestic Project #1,CAOD0053,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,"Reclamation Technologies, Inc.",,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green, Ohio",OHIO,US,,,,210613.0,2011-04-25,2011-09-01,www.remtec.net,,,,,,,,,,,,
CAR822,"Rainier Biogas, LLC",,,"Native, a Public Benefit Corporation","Native, a Public Benefit Corporation",,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,King County; Enumclaw,WASHINGTON,US,,,,52048.0,2011-05-19,2015-10-15,www.nativeenergy.com/pages/rainier_farm_biogas_project/626.php,,,,,,,,,,,,
CAR824,Billings Regional Landfill,,,Montana-Dakota Utilities Co.,Montana-Dakota Utilities Co.,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Billings, MT",MONTANA,US,,,,173207.0,2011-05-02,2013-12-10,,,,,,,,,,,,,
CAR825,Cedar Grove Composting,,,ClimeCo LLC,ClimeCo LLC,,,"Agri-Waste Technology, Inc.",Organic Waste Composting,Registered,Not ARB Eligible,"Everett, Washington",WASHINGTON,US,,,,171208.0,2011-05-26,2012-10-26,http://www.cedar-grove.com/,,,,,,,,,,,,
CAR826,O.S.L. ODS Destruction Project Mexico,,,OEKO Service Luxembourg (O.S.L) S.A.,OEKO Service Luxembourg (O.S.L) S.A.,,,,Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,"El Dorado, AR   sourced from Celaya, MX",ARKANSAS,US,,,,89834.0,2011-05-19,2012-06-07,,,,,,,,,,,,,
CAR829,Hilltop Sand and Gravel Landfill GHG Project,,,"3Degrees Group, Inc","3Degrees Group, Inc",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"7950 Telegraph Road, Alexandria, Faifax County",VIRGINIA,US,,,,190682.0,2011-05-19,2013-12-04,,,,,,,,,,,,,
CAR830,Bluesource - Sarpy County Landfill Project,,,"Blue Source, LLC","Blue Source, LLC",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Sarpy County, Nebraska",NEBRASKA,US,,,,32342.0,2011-06-16,2012-08-28,,,,,,,,,,,,,
CAR831,Fessenden Dairy,CALS0007,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cayuga County; King Ferry,NEW YORK,US,,,,2027.0,2011-05-26,2012-06-30,,,,,,,,,,,,,
CAR832,Pure Chem Domestic ODS Destruction Project #4,CAOD0067,,Pure Chem Separation LP,Pure Chem Separation LP,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,30061.0,2011-05-26,2011-09-12,www.purechemseparation.com,,,,,,,,,,,,
CAR833,Pure Chem Domestic ODS Destruction Project #5,CAOD0068,,Pure Chem Separation LP,Pure Chem Separation LP,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,238687.0,2011-05-26,2011-09-08,www.purechemseparation.com,,,,,,,,,,,,
CAR834,Northwestern Landfill,,,"Northwestern Landfill, Inc.","Northwestern Landfill, Inc.",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Parkersburg,WEST VIRGINIA,US,,,,82562.0,2011-06-21,2013-10-25,,,,,,,,,,,,,
CAR836,Miedema Dairy,CALS0008,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,"SES, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Pickaway County; Circleville,OHIO,US,,,,3668.0,2011-07-21,2012-03-01,,,,,,,,,,,,,
CAR838,IESI-Trinity Timber Ridge Landfill Carbon Project,,,Timber Ridge Landfill Company,Timber Ridge Landfill Company,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Washington County, MO",MISSOURI,US,,,,656381.0,2011-06-09,2013-05-02,,,,,,,,,,,,,
CAR839,PCS Nitrogen Fertilizer LP - NAP V Nitrous Oxide Abatement Project,,,PCS Nitrogen Fertilizer L.P.,PCS Nitrogen Fertilizer L.P.,,,"Ruby Canyon Environmental, Inc.",Nitric Acid N2O- Secondary Catalyst,Completed,Not ARB Eligible,"Ascension and Iberville Parish:Geismar, Louisiana",LOUISIANA,US,,,,417612.0,2011-06-03,2014-01-29,,,,,,,,,,,,,
CAR843,"Sunny Farms Landfill, LLC",,,"Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Seneca County; Fostoria; near Toledo,OHIO,US,,,,92249.0,2011-08-04,2014-01-31,,,,,,,,,,,,,
CAR844,Sudbury Road Landfill Gas Destruction Project,,,City of Walla Walla,City of Walla Walla,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Walla Walla,WASHINGTON,US,,,,107957.0,2011-07-25,2014-01-21,,,,,,,,,,,,,
CAR855,Ridgecrest Dairy,CALS0009,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cayuga County,NEW YORK,US,,,,1177.0,2011-09-26,2012-09-21,,,,,,,,,,,,,
CAR866,Cedar Grove - Maple Valley OWC Composting Project,,,ClimeCo LLC,ClimeCo LLC,,,"Agri-Waste Technology, Inc.",Organic Waste Composting,Registered,Not ARB Eligible,King County,WASHINGTON,US,,,,383798.0,2011-08-11,2012-11-16,,,,,,,,,,,,,
CAR873,Sevier Solid Waste OWC Project,,,ClimeCo LLC,ClimeCo LLC,,,,Organic Waste Composting,Completed,Not ARB Eligible,Sevier County,TENNESSEE,US,,,,,2011-08-11,,,,,,,,,,,,,,
CAR878,Bluff Road Landfill,,,"City of Lincoln, NE","City of Lincoln, NE",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Lincoln,NEBRASKA,US,,,,332253.0,2011-08-04,2014-01-27,,,,,,,,,,,,,
CAR880,Johnston County Landfill Project,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Johnston County, NC",NORTH CAROLINA,US,,,,241613.0,2011-07-21,2014-02-18,,,,,,,,,,,,,
CAR881,Athens-Clarke County Landfill Project,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Athens-Clarke County, Georgia",GEORGIA,US,,,,184271.0,2011-07-21,2014-02-12,,,,,,,,,,,,,
CAR883,RemTec International ODS Destruction Domestic Project #2,CAOD0074,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Port Arthur, TX",TEXAS,US,,,,160623.0,2011-07-28,2011-10-29,www.remtec.net,,,,,,,,,,,,
CAR885,Will-O-Crest Farms Livestock Project,CALS0010,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Ontario County,NEW YORK,US,,,,2376.0,2011-10-06,2012-09-21,,,,,,,,,,,,,
CAR886,Roseburg LFG Energy,,,"Roseburg LFG Energy, LLC","Roseburg LFG Energy, LLC",,,SCS Global Services,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Roseburg, OR",OREGON,US,,,,131568.0,2011-09-08,2012-11-28,,,,,,,,,,,,,
CAR887,City of Thomasville MSW Landfill,,,"City of Thomasville, Georgia","City of Thomasville, Georgia",,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Thomas County, GA",GEORGIA,US,,,,508707.0,2011-08-25,2013-09-06,,,,,,,,,,,,,
CAR888,Angelina County Landfill,,,Angelina County,Angelina County,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Lufkin,TEXAS,US,,,,292845.0,2011-10-26,2014-01-11,,,,,,,,,,,,,
CAR891,Elk Creek Coal Mine Methane Destruction & Utilization Project,CAMM0120,,"Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.",,,,Coal Mine Methane - Drainage,Completed,Not ARB Eligible,Gunnison County; Somerset,COLORADO,US,,,,432609.0,2012-07-10,2014-09-30,,,,,,,,,,,,,
CAR892,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,,,"Smith Gardner, Inc.","Smith Gardner, Inc.",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Salem, Roanoke Co.",VIRGINIA,US,,,,323771.0,2011-09-15,2014-06-25,,,,,,,,,,,,,
CAR893,Duke Carbon Offsets Initiative - Loyd Ray Farms,,,Duke University,Duke University,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Yadkin County, North Carolina",NORTH CAROLINA,US,,,,5586.0,2011-09-23,2013-01-10,https://sustainability.duke.edu/offsets,,,,,,,,,,,,
CAR901,Honeywell ODS Destruction Project,CAOD0078,,Honeywell International Inc.,Honeywell International Inc.,Honeywell International Inc.,MGM Innova Consulting Inc.,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,128072.0,2011-10-20,2012-02-22,,,,,,,,,,,,,
CAR905,Coolgas US ODS Project 1,CAOD0089,,"COOLGAS, INC.","COOLGAS, INC.",,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"El Dorado, AR",ARKANSAS,US,,,,197988.0,2011-09-30,2012-01-10,,,,,,,,,,,,,
CAR906,WSO 2011 2,CAOD0066,,"Wilshire Stanford Offsets, LLC","Wilshire Stanford Offsets, LLC",,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,Wood County; Bowling Green,OHIO,US,,,,46215.0,2011-09-30,2012-03-26,,,,,,,,,,,,,
CAR911,Surry County Landfill,,,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,,,188975.0,2012-10-04,2014-04-03,,,,,,,,,,,,,
CAR917,Orange County NC Landfill Gas Project,,,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Orange County, North Carolina",NORTH CAROLINA,US,,,,328324.0,2011-10-19,2012-11-09,,,,,,,,,,,,,
CAR920,Rockingham County NC Landfill Gas Project,,,Rockingham County,Rockingham County,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Rockingham County, NC",NORTH CAROLINA,US,,,,31543.0,2011-12-21,2014-05-05,www.co.rockingham.nc.us,,,,,,,,,,,,
CAR925,Edgecombe County Landfill Gas Project,,,"Blue Source, LLC","Blue Source, LLC",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Edgecombe County,NORTH CAROLINA,US,,,,,,,www.bluesource.com,,,,,,,,,,,,
CAR933,CalBio ORRD,,,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Kern County,CALIFORNIA,US,,,,24756.0,2012-03-13,2015-02-28,,,,,,,,,,,,,
CAR935,Arcata City Forest Barnum Tract,,,City of Arcata,City of Arcata,,,,Improved Forest Management,Registered,Not ARB Eligible,Humboldt County,CALIFORNIA,US,,,,48689.0,2012-01-14,2012-09-07,www.cityofarcata.org,,,,,,,,,,,,
CAR944,Vanderhyde Dairy,CALS0043,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Chatham, VA",VIRGINIA,US,,,,22251.0,2012-01-12,2013-02-27,,,,,,,,,,,,,new
CAR945,Perfect Cycle ODS-1,CAOD0039,,"Perfect Score Too, LTD","Perfect Score Too, LTD","Perfect Score Technologies, LLC",,"First Environment, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green , OH",OHIO,US,,,,52500.0,2011-12-21,2012-12-10,,,,,,,,,,,,,new
CAR946,EOS-CAR2012 Domestic,CAOD0018,,EOS Climate Inc.,EOS Climate Inc.,EOS Climate Inc.,,NSF Certification LLC,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,902665.0,2011-12-16,2012-03-01,www.eosclimate.com,,,,,,,,,,,,new
CAR947,ECC-PA-ODS-003,CAOD0006,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,352581.0,2011-12-14,2012-02-17,www.envcc.com,,,,,,,,,,,,new
CAR948,Coolgas US ODS Project 2,CAOD0090,,"COOLGAS, INC.","COOLGAS, INC.",,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green, Ohio",OHIO,US,,,,163884.0,2012-01-31,2012-04-17,,,,,,,,,,,,,new
CAR949,Vander Haak Dairy,,,Environmental Credit Corp.,Environmental Credit Corp.,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Whatcom County; Lynden,WASHINGTON,US,,,,3639.0,2011-12-23,2014-07-16,,,,,,,,,,,,,new
CAR952,PCS Domestic ODS Destruction Project #6,CAOD0084,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Separation LP,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,332336.0,2012-02-17,2012-04-17,www.purechemseparation.com,,,,,,,,,,,,new
CAR954,PCS Domestic ODS Destruction Project #7,CAOD0050,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Separation LP,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,73584.0,2012-02-17,2012-05-14,www.purechemseparation.com,,,,,,,,,,,,new
CAR955,EOS Article 5 - Nepal,,,EOS Climate Inc.,EOS Climate Inc.,,,,Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,"Nepal, other Article 5 countries",ARKANSAS,US,,,,82391.0,2012-03-28,2013-05-24,www.eosclimate.com,,,,,,,,,,,,new
CAR956,Double A Dairy,CALS0055,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Lincoln County, ID",IDAHO,US,,,,131435.0,2012-04-17,2013-06-20,,,,,,,,,,,,,new
CAR957,"Synergy Biogas, LLC",CALS0096,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Wyoming, NY",NEW YORK,US,,,,14925.0,2012-03-29,2014-09-04,,,,,,,,,,,,,new
CAR959,RR 2012 1,CAOD0004,,"RapRec Refrigerants, Inc.","RapRec Refrigerants, Inc.",Raprec Refrigerants Inc.,,NSF Certification LLC,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,Bowling Green,OHIO,US,,,,171993.0,2012-05-11,2012-09-04,,,,,,,,,,,,,new
CAR960,DPC Domestic ODS Destruction Project #8,CAOD0052,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,46511.0,2012-06-07,2012-08-08,http://divpc.com/,,,,,,,,,,,,new
CAR965,"WTE S&S Ag Enterprises, LLC",CALS5030,,"Camco Offsets I, LLC","Camco Offsets I, LLC","WTE-S&S Ag Enterprises, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,,"Door County, Wisconsin",WISCONSIN,US,,,,53648.0,2013-10-10,2016-10-06,,,,,,,,,,,,,new
CAR969,Dairyland Digester,CALS5021,,"CI Score Solution, LLC","CI Score Solution, LLC","Dairyland Biogas, LLC","CI Score Solution, LLC","First Environment of California, Inc.",Livestock - ARB Compliance,Registered,Active ARB Project,New Franken near Green Bay,WISCONSIN,US,,,,228947.0,2013-08-12,2015-03-11,,,,,,,,,,,,,new
CAR972,DPC Domestic ODS Destruction Project #9,,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,34107.0,2012-08-21,2012-11-21,http://divpc.com/,,,,,,,,,,,,new
CAR973,Blue Source - Bishop Improved Forest Management Project,CAFR5003,,"Blue Source, LLC","Blue Source, LLC",Great Lakes Forests 1 LLC,Blue Source LLC,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Upper Peninsula Michigan,MICHIGAN,US,,,,3492095.0,2012-08-08,2014-04-25,http://www.bluesource.com/contact/,,,,,,,,,,,,new
CAR974,RemTec ODS Destruction Domestic Project #2,CAOD0054,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Reclamation Technologies Inc.,none,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green, Ohio",OHIO,US,,,,156882.0,2012-10-10,2012-12-28,www.remtec.net,,,,,,,,,,,,new
CAR975,DPC Domestic ODS Destruction Project #10,,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,31701.0,2012-10-26,2013-01-30,www.divpc.com,,,,,,,,,,,,new
CAR977,Willet Dairy,CALS0094,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"King Ferry, NY",NEW YORK,US,,,,27688.0,2012-12-03,2014-07-16,,,,,,,,,,,,,new
CAR978,Gardeau Crest Dairy,CALS0097,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Perry, NY, Wyoming County",NEW YORK,US,,,,22054.0,2012-11-21,2014-09-05,,,,,,,,,,,,,new
CAR980,"Edaleen Cow Power, LLC",CALS0081,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Lynden, WA",WASHINGTON,US,,,,17053.0,2012-12-03,2014-01-14,,,,,,,,,,,,,new
CAR981,DPC Domestic ODS Destruction Project #11,CAOD0019,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,80612.0,2012-11-21,2013-01-19,www.divpc.com,,,,,,,,,,,,new
CAR982,Deer Run Digester,CALS5020,,"U.S. Venture, Inc.","U.S. Venture, Inc.","U.S. Venture, Inc.",,,Livestock - ARB Compliance,Completed,Terminated,Kewaunee County,WISCONSIN,US,,,,51053.0,2013-08-12,2015-03-18,www.energysystemsgroup.com,,,,,,,,,,,,new
